Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,6398,8974,9739,14969,31846,12069,16886,9403,18943,21630,17381,7582,6963,10606,10810,26117,28091,7957,7050,4423,12755,22444,20617,25334,13487,48140,2211
,,,,,,,,6399,9396,10679,16419,33010,12121,17028,9387,19732,21629,18637,7612,7000,10637,10842,26450,28072,8163,7180,4506,13280,22654,20922,26124,14476,50872,2353
,,,,,,,,6400,9665,11734,18049,34640,12331,17152,9504,20342,21609,18906,7782,7100,10615,11095,27192,28492,8346,7267,4550,13888,23445,21449,27167,15410,53433,2486
,,,,,,,,6401,9964,12654,19472,34414,12105,17163,9516,21464,22014,19259,7651,7004,10573,10891,26789,27851,8687,7527,4655,14581,22497,21422,27328,16677,56693,2658
,,,,,,,,6402,10381,13372,20579,34027,12337,16946,9619,21314,21814,19205,7799,7115,10410,10995,27204,28024,9114,7425,4615,14645,22401,21119,26916,17865,57078,2687
,,,,,,,,6403,10879,14078,21680,35236,12715,17214,10041,21151,22171,19830,7933,7210,10582,11174,27729,28572,9214,7420,4635,14615,23182,21263,27054,18345,56730,2686
,,,,,,,,6404,10974,14184,21845,35795,12886,17916,10416,21883,23198,19146,8211,7454,10935,11571,28742,29433,9366,7772,4795,14826,22933,21655,27904,18585,58618,2792
,,,,,,,,6405,11269,14377,22159,34691,13537,17939,10223,22477,22755,19298,8265,7512,11428,11676,28978,30293,9521,7740,4754,15046,22200,21324,27458,19805,59868,2860
,,,,,,,,6406,11814,14711,22687,33355,13176,17412,9856,22252,21856,20037,7921,7212,11277,11200,27800,29540,9720,7498,4547,14685,21282,20473,26326,20789,58770,2818
,,,,,,,,6407,12256,15448,23832,31941,12276,16668,9299,21704,20667,20027,7324,6740,10891,10548,25864,27909,9697,7072,4269,14058,20528,19421,24840,21195,56911,2742
,,,,,,,,6408,12328,15647,24146,29922,11388,15974,8827,20914,19644,19649,6717,6259,10353,9864,24138,26579,9357,6636,3989,13296,20101,18632,23516,21227,54534,2634
,,,,,,,,6409,12164,15333,23672,28973,10786,15809,8738,20145,19100,18569,6213,6011,10020,9790,23613,26568,8802,6409,3868,12727,20856,18451,23617,21021,51623,2492
,,,,,,,,6410,11809,14656,22630,27370,9995,15660,8596,20413,19128,17280,5843,5692,9791,9267,22265,25500,8636,6349,3861,12500,19859,18092,22978,19767,51762,2484
,,,,,,,,6411,11487,13698,21156,25895,9503,15303,8467,19388,18604,16527,5665,5539,9518,8910,21561,25028,8547,6196,3761,12025,19348,17563,22022,18867,49380,2361
,,,,,,,,6412,11286,13227,20458,25084,9154,15162,8539,18682,18621,16511,5523,5413,9352,8627,21038,24661,8216,6165,3730,11704,19420,17409,21225,17990,47450,2255
,,,,,,,,6413,10827,12545,19395,25662,8941,15460,8940,18025,19175,15748,5507,5393,9306,8578,21066,25018,8045,6224,3786,11498,20679,17711,21236,16841,45522,2144
,,,,,,,,6414,10423,11915,18418,24887,8746,15973,9735,17909,20808,15475,5607,5508,9432,8756,21777,25683,7943,6573,4032,11633,19717,18287,21617,16134,45524,2123
,,,,,,,,6415,10208,11236,17358,23177,9012,16648,10187,17431,22259,15375,5996,5860,9881,8896,23033,27201,7999,7076,4294,11998,18210,18207,20690,15553,44584,2044
,,,,,,,,6416,10072,10808,16683,22568,10567,16994,10490,16504,22135,16037,6610,6448,10646,9757,25017,29317,8019,6974,4312,11547,18769,18279,20262,15084,42837,1958
,,,,,,,,6417,9984,10341,15945,23842,11864,17702,10924,16117,22727,16693,7170,7004,11472,10530,26780,30850,7950,7098,4411,11338,20127,19377,21301,14132,41454,1888
,,,,,,,,6418,9826,10412,16053,25418,12579,18491,11407,16850,23731,17251,7604,7423,12160,11104,28108,32100,8048,7415,4623,11858,21197,20642,22835,13553,43626,1980
,,,,,,,,6419,9861,10612,16364,26733,13134,19189,11735,17712,24646,18085,7934,7712,12621,11474,29017,33064,8235,7762,4874,12460,22163,21687,24151,13560,46228,2096
,,,,,,,,6420,10186,11140,17173,29587,14561,20185,12188,18543,25341,18773,8614,8238,13264,12653,31837,35516,8619,8026,5079,13065,24582,23256,26286,13898,48653,2213
,,,,,,,,6421,10465,11516,17748,31713,15439,20940,12208,20323,26587,19422,8696,8317,13740,12566,31868,35347,8804,8605,5416,14133,24998,23854,27355,14329,53200,2439
,,,,,,,,6422,10714,12018,18520,31791,14838,20466,12013,21407,26514,20082,8486,8174,13413,12250,30901,34207,9360,8696,5465,14958,24397,23196,27472,15257,56745,2612
,,,,,,,,6423,11129,12951,19969,31413,14324,19818,11673,21612,25758,22420,8262,8004,13162,12019,30076,33109,9478,8539,5335,15226,24151,22479,27241,16387,57862,2665
,,,,,,,,6424,11297,13383,20638,31682,13978,19449,11536,21772,25165,22138,8210,7934,12865,12042,29892,32658,9378,8411,5204,15453,23936,22265,27317,16802,59312,2738
,,,,,,,,6425,11414,13674,21084,31752,13774,19213,11311,22235,24872,21065,8222,7914,12839,12076,30010,32353,9301,8374,5165,15692,23677,22253,27304,17367,61059,2835
,,,,,,,,6426,11513,14064,21687,32217,13714,19138,11193,22154,24707,20443,8246,7876,12664,12006,29962,32087,9508,8319,5157,15625,23775,21944,27017,18080,60983,2848
,,,,,,,,6427,11760,14508,22380,33331,13802,19097,11457,21849,24769,20270,8236,7822,12585,11907,30017,32028,9601,8286,5129,15429,24031,21940,27120,18320,59693,2805
,,,,,,,,6428,11851,14715,22712,33253,14008,19642,11807,22449,25500,20297,8440,8004,12769,12129,31060,32654,9679,8635,5229,15837,23203,22199,27678,18477,60958,2877
,,,,,,,,6429,11879,14643,22618,32041,14536,19499,11404,22936,24852,20298,8309,7844,13089,12000,30862,33116,9606,8696,5142,16127,21790,21722,26750,19355,62234,2947
,,,,,,,,6430,12135,14744,22790,30834,14492,18958,10971,22807,23516,20688,8025,7604,12861,11616,29843,32405,9854,8454,4881,15885,20681,21013,25626,20116,61214,2913
,,,,,,,,6431,12269,15400,23814,29744,13878,18193,10366,22414,22277,20739,7499,7159,12429,10892,27997,30744,9726,8116,4602,15509,19770,20199,24309,20473,59713,2854
,,,,,,,,6432,12080,15534,24036,28311,12715,17310,9787,21793,21270,20096,6793,6547,11635,10018,25642,28665,9568,7736,4344,14987,19118,19366,23114,20359,57590,2761
,,,,,,,,6433,11858,15381,23805,27248,11853,16615,9325,20888,20242,19274,6407,6192,10896,9525,24323,27460,9202,7392,4151,14331,18476,18896,22216,20159,54294,2599
,,,,,,,,6434,11471,14626,22635,25714,11551,16088,9038,20234,19405,18236,6205,5997,10395,9211,23550,26761,8699,7042,4027,13593,18239,18530,21617,19065,52203,2491
,,,,,,,,6435,11005,13300,20572,24245,9775,15768,8719,19539,19080,17212,5737,5616,10023,8705,22187,25698,8267,6940,3980,13133,17633,18042,20741,18180,50191,2388
,,,,,,,,6436,10610,12476,19287,23497,9251,15368,8639,18594,18640,16588,5557,5459,9677,8459,21567,25142,7968,6715,3868,12595,17993,17631,20098,17147,47588,2247
,,,,,,,,6437,10184,11862,18334,24124,8989,15424,8946,18056,19016,16326,5502,5406,9466,8398,21347,25047,7736,6684,3871,12306,19275,17896,20336,16215,45608,2134
,,,,,,,,6438,9785,10961,16936,24113,9008,16081,9760,17978,20446,15590,5657,5560,9580,8845,22304,26105,7625,6973,4091,12391,19623,18576,21704,15339,45609,2114
,,,,,,,,6439,9595,10337,15961,22927,9288,16877,10207,18371,22214,15282,6025,5890,10057,9041,23637,27440,7623,7561,4416,13036,18028,18610,21160,14855,46752,2147
,,,,,,,,6440,9649,10000,15428,22050,10937,17165,10429,17369,21875,15659,6691,6531,10729,9894,25426,29393,7770,7415,4439,12469,18826,18431,20654,14462,44609,2041
,,,,,,,,6441,9575,9974,15377,23352,12190,17660,10877,16825,22390,16686,7235,7071,11423,10561,26953,30720,7680,7396,4493,12231,20113,19427,21674,13601,42910,1958
,,,,,,,,6442,9468,10142,15635,24731,12810,18559,11337,17565,23454,17146,7676,7494,12101,11208,28217,32080,7766,7720,4720,12836,21326,20705,23206,12940,44747,2034
,,,,,,,,6443,9473,10381,16007,26252,13271,19339,11664,18319,24360,17863,8004,7785,12587,11587,29165,33186,8131,8138,4943,13499,22289,21894,24581,13179,47120,2139
,,,,,,,,6444,9806,10786,16629,29278,14723,20416,12156,19144,25107,18507,8663,8289,13190,12628,31921,35508,8392,8496,5161,14053,24746,23587,26656,13599,48891,2226
,,,,,,,,6445,10076,11374,17531,31711,15491,21298,12242,20925,26474,19145,8696,8339,13767,12623,31961,35477,8566,9115,5536,15162,25073,24200,27678,14017,53054,2437
,,,,,,,,6446,10418,11873,18298,32029,14780,21012,12139,22078,26622,19833,8500,8210,13714,12378,31220,34472,9257,9370,5662,15953,24665,23802,27835,14958,56239,2595
,,,,,,,,6447,10974,12638,19488,31901,14220,20540,11852,22273,26122,22118,8340,8095,13626,12246,30556,33602,9333,9252,5608,16255,24408,23217,27706,16134,57506,2655
,,,,,,,,6448,11176,12911,19910,32306,13952,20270,11699,22444,25616,21829,8338,8071,13446,12245,30492,33119,9254,9122,5543,16473,24241,23048,27750,16559,58929,2727
,,,,,,,,6449,11121,12856,19822,32397,13807,20228,11494,22895,25368,20697,8397,8085,13507,12338,30744,33061,9104,9121,5550,16800,24026,23073,27782,16832,60964,2839
,,,,,,,,6450,11165,12960,19982,32513,13806,20223,11348,22853,25192,20091,8399,8022,13408,12332,30790,32995,9188,9071,5544,16674,24253,23059,27588,17403,60776,2845
,,,,,,,,6451,11324,13249,20434,33524,13840,20239,11584,22480,25220,20023,8373,7946,13365,12260,30936,33193,9180,9004,5493,16253,24532,23091,27906,17610,59410,2799
,,,,,,,,6452,11447,13495,20825,33909,14060,20598,11918,23083,25854,20080,8620,8169,13482,12618,32069,33948,9292,9274,5515,16589,23650,23413,28707,17734,60594,2865
,,,,,,,,6453,11501,13419,20725,33023,14581,20462,11541,23724,25189,20018,8468,7988,13754,12400,31625,33803,9338,9347,5415,16866,22180,23170,28134,18457,61916,2936
,,,,,,,,6454,11810,13608,21030,32063,14458,19961,11052,23659,23760,20381,8199,7764,13530,12029,30749,33103,9500,9134,5093,16611,21014,22659,27198,18990,61169,2915
,,,,,,,,6455,12007,14394,22252,31203,13858,19085,10388,23358,22517,20538,7636,7293,13079,11269,28890,31333,9356,8774,4777,16154,20185,21891,25941,19208,59937,2868
,,,,,,,,6456,11848,14636,22641,29698,12617,18205,9796,22663,21509,20049,6972,6725,12297,10399,26574,29410,9221,8420,4492,15517,19390,21075,24826,19216,57948,2783
,,,,,,,,6457,11549,14426,22323,28995,11701,17447,9359,21678,20564,19114,6395,6188,11439,9801,24801,28135,8903,8041,4297,14648,18723,20440,23902,18975,54689,2622
,,,,,,,,6458,11170,13668,21148,27502,11326,16878,9093,21124,19808,18191,6238,6049,10897,9587,24268,27431,8430,7689,4154,14196,18548,19889,23125,17987,52802,2525
,,,,,,,,6459,10572,12513,19352,25893,9892,16424,8833,20370,19432,17100,5866,5751,10492,9102,23125,26361,8087,7507,4072,13630,17914,19432,22172,17346,51028,2431
,,,,,,,,6460,10194,11720,18114,25032,9413,15955,8780,19247,18987,16486,5701,5613,10111,8848,22507,25724,7884,7151,3961,12953,18345,18952,21449,16375,48203,2281
,,,,,,,,6461,9856,11181,17275,25349,9138,15888,9062,18484,19358,16238,5637,5559,9906,8882,22303,25590,7593,7014,3978,12553,19723,19053,21569,15587,46234,2168
,,,,,,,,6462,9518,10550,16295,25102,9162,16541,9895,18293,20721,15533,5978,5852,10008,9392,23473,26663,7515,7142,4185,12582,20375,19622,22688,14887,46240,2149
,,,,,,,,6463,9384,10060,15528,24101,9406,17326,10408,18551,22565,15330,6192,6055,10433,9479,24278,27791,7596,7636,4514,12935,18699,19524,22162,14530,47380,2180
,,,,,,,,6464,9444,9860,15208,23243,10993,17462,10574,17476,22261,15791,6738,6582,11119,10040,25593,29610,7806,7608,4482,12396,19048,18828,21026,13773,44721,2050
,,,,,,,,6465,9544,9951,15339,24723,12295,17714,10986,16878,22745,16993,7265,7112,11713,10667,27061,30788,7764,7531,4490,12078,20510,19300,21848,13166,43043,1967
,,,,,,,,6466,9485,10153,15650,26685,13080,18406,11423,17517,23693,17599,7654,7489,12270,11224,28356,32050,7931,7710,4656,12524,21682,20438,23317,12515,44713,2035
,,,,,,,,6467,9494,10315,15904,28204,13679,19080,11635,18389,24528,18347,7889,7690,12691,11624,29422,33098,8167,7968,4825,13083,22946,21662,24772,12806,47084,2141
,,,,,,,,6468,9835,10726,16535,31496,15043,19943,12062,19068,25206,18948,8425,8081,13186,12631,31756,35396,8421,8156,5027,13544,25453,23396,26799,13195,48839,2227
,,,,,,,,6469,10088,11152,17187,34156,15677,20740,12146,20799,26547,19484,8421,8064,13594,12862,32190,35816,8668,8628,5368,14551,26270,24353,28370,13847,53171,2448
,,,,,,,,6470,10451,11571,17834,34288,15032,20463,12010,21958,26667,20119,8207,7892,13511,12797,31566,35133,9246,8789,5473,15261,25946,24418,28811,14658,56289,2602
,,,,,,,,6471,10945,12326,19006,34291,14590,19885,11760,22151,26079,22312,8076,7771,13337,12792,31042,34483,9310,8584,5429,15479,25723,24073,28899,15860,57797,2673
,,,,,,,,6472,11181,12508,19289,34809,14360,19511,11592,22363,25445,22012,8064,7711,13147,12994,31093,34215,9261,8387,5367,15787,25507,24012,29133,16172,59334,2750
,,,,,,,,6473,11190,12546,19346,34528,14196,19456,11468,22857,25123,20895,8107,7679,13078,13221,31549,34373,9081,8378,5355,16190,25119,24258,29392,16493,61234,2856
,,,,,,,,6474,11308,12737,19639,34317,14242,19400,11360,22845,24945,20260,8230,7699,13014,13241,32003,34266,9126,8378,5352,16185,24905,24199,29108,16956,61061,2863
,,,,,,,,6475,11466,12953,19979,35557,14446,19561,11535,22454,24920,20139,8443,7820,12948,13201,32657,34251,9164,8354,5292,15917,25200,24233,29260,17255,59855,2824
,,,,,,,,6476,11629,13205,20381,36248,14732,20147,11871,23037,25614,20132,8773,8092,13151,13752,34162,35165,9209,8654,5311,16140,24958,24770,30198,17455,60940,2886
,,,,,,,,6477,11675,13266,20491,35310,14992,20339,11528,23515,25073,20104,9020,8267,13487,13711,34377,35455,9275,8816,5228,16236,23898,24844,29872,18317,61800,2936
,,,,,,,,6478,11955,13581,20990,34459,14794,19953,11011,23437,23719,20418,9139,8372,13297,13526,34066,34696,9440,8660,4949,15907,23114,24570,29241,18992,60951,2910
,,,,,,,,6479,12173,14541,22481,33551,14154,19336,10406,23174,22491,20579,8914,8183,12908,12859,32663,33047,9347,8396,4659,15470,22518,23950,28225,19149,59455,2850
,,,,,,,,6480,12120,14801,22897,31620,12905,18524,9778,22487,21475,20034,8374,7727,12130,11869,30497,30972,9157,8108,4381,14825,21791,23272,27112,19152,57245,2753
,,,,,,,,6481,11865,14568,22543,30150,11837,17875,9366,21421,20551,19133,7898,7324,11404,11148,28679,29386,8776,7901,4201,14071,21061,22553,26079,18932,53927,2590
,,,,,,,,6482,11451,13889,21489,28816,11371,17549,9033,20834,19749,18189,7420,6951,10961,10816,27976,28598,8336,7689,4076,13711,20648,21972,25096,17964,52155,2497
,,,,,,,,6483,10904,12631,19535,27042,10200,16955,8777,20085,19370,17129,6775,6445,10521,10179,26403,27317,7991,7453,4007,13197,19701,21077,23896,17320,50053,2388
,,,,,,,,6484,10443,11843,18305,25878,9705,16385,8708,19006,18922,16626,6451,6195,10113,9859,25286,26596,7792,7135,3909,12574,19846,20337,23002,16266,47387,2244
,,,,,,,,6485,10052,11270,17413,26223,9395,16312,9003,18292,19325,16370,6203,6001,9871,9714,24571,26468,7552,7002,3939,12217,20958,20223,22930,15454,45615,2141
,,,,,,,,6486,9753,10554,16303,26390,9358,16719,9853,18196,20743,15731,6278,6104,9921,10008,25415,27402,7424,7175,4151,12281,21228,20564,23853,14695,45709,2126
,,,,,,,,6487,9476,10045,15505,24776,9603,17103,10287,18441,22608,15511,6548,6376,10192,10106,26169,28461,7483,7561,4482,12609,19574,20104,23207,14379,46780,2153
,,,,,,,,6488,9572,9797,15111,24357,11144,17165,10463,17346,22301,15955,7047,6853,10850,10210,27003,29667,7677,7473,4492,12040,19709,19303,21916,13645,44598,2045
,,,,,,,,6489,9616,9874,15220,25764,12286,17486,10865,16754,22794,17154,7482,7309,11400,10638,27946,30648,7562,7422,4534,11736,20942,19547,22508,13252,42951,1964
,,,,,,,,6490,9505,10146,15640,28074,12885,18094,11293,17452,23733,17681,7770,7591,11887,11171,28790,31659,7770,7663,4706,12355,22368,20453,23969,12506,44587,2031
,,,,,,,,6491,9479,10396,16029,29627,13323,18700,11529,18276,24600,18285,7936,7726,12355,11633,29414,32695,8132,7960,4939,12916,23541,21630,25315,12731,46809,2129
,,,,,,,,6492,9811,10805,16656,33399,14333,19662,11981,19085,25205,18836,8427,8069,12959,12582,31350,34744,8394,8180,5116,13371,25941,23372,27541,13078,48580,2216
,,,,,,,,6493,10059,11223,17296,36216,14879,20660,12095,20806,26567,19315,8580,8177,13402,13036,31772,35206,8582,8675,5455,14204,27130,24478,29368,13680,52421,2412
,,,,,,,,6494,10548,11655,17962,36774,14285,20597,11927,21905,26636,19882,8420,8049,13376,13088,30912,34440,9231,8844,5552,14677,26857,24631,29964,14421,55225,2551
,,,,,,,,6495,10967,12445,19188,36566,13853,20109,11643,22076,26036,22044,8255,7890,13056,13161,30400,33706,9240,8630,5459,14585,26825,24325,30065,15627,56314,2601
,,,,,,,,6496,11390,12745,19652,37029,13617,19746,11470,22125,25497,21938,8258,7836,12827,13301,30536,33422,9150,8380,5398,14514,26603,24327,30410,15848,57215,2648
,,,,,,,,6497,11495,12989,20027,36675,13535,19694,11290,22469,25167,20950,8360,7854,12759,13431,31116,33528,8985,8280,5382,14586,26315,24576,30667,16173,58583,2728
,,,,,,,,6498,11620,13331,20553,36370,13514,19564,11151,22307,24853,20374,8440,7838,12635,13384,31459,33398,9142,8232,5341,14484,26260,24543,30400,16611,58189,2724
,,,,,,,,6499,11808,13821,21316,37195,13526,19628,11431,21966,24960,20297,8627,7939,12512,13555,32450,33609,9070,8197,5282,14314,26674,24765,30685,16899,57074,2688
,,,,,,,,6500,11890,14122,21792,37367,13841,20204,11768,22621,25705,20324,9116,8365,12790,14063,34418,34759,9024,8492,5337,14703,26328,25436,31647,17047,58566,2766
,,,,,,,,6501,11952,14112,21794,36495,14392,20283,11415,23145,25054,20254,9267,8456,13147,14096,35050,35069,9151,8609,5256,14946,25326,25608,31332,18079,59463,2815
,,,,,,,,6502,12254,14362,22195,35241,14313,19817,10963,23093,23711,20603,9240,8431,12982,13948,35152,34588,9397,8380,5037,14709,24450,25386,30702,18797,58562,2784
,,,,,,,,6503,12400,15088,23327,33998,13746,19121,10299,22847,22426,20680,8932,8182,12610,13503,34288,33351,9223,8094,4744,14404,23668,24879,29612,18984,56986,2718
,,,,,,,,6504,12176,15339,23731,32006,12576,18239,9714,22240,21444,20205,8352,7703,11826,12514,32333,31447,9063,7731,4488,13879,22708,24182,28117,18991,54823,2622
,,,,,,,,6505,12030,15194,23513,30759,11633,17601,9283,21335,20480,19295,8121,7551,11138,11988,30924,30243,8766,7466,4309,13298,21895,23650,27201,18851,51807,2476
,,,,,,,,6506,11585,14431,22330,29259,11080,17090,9016,20806,19679,18312,7574,7095,10751,11552,29658,29286,8280,7183,4179,12852,21271,23033,26169,17843,50280,2396
,,,,,,,,6507,10947,13101,20263,27316,9925,16579,8769,20132,19333,17335,6989,6628,10388,10811,27877,27943,7924,6970,4123,12496,20285,22080,24768,17325,48546,2307
,,,,,,,,6508,10473,12319,19043,26243,9388,16099,8690,19135,18829,16635,6588,6308,9966,10366,26491,27101,7697,6729,4029,11961,20307,21285,23777,16572,46246,2183
,,,,,,,,6509,10093,11654,18009,26603,9018,16007,8990,18525,19196,16418,6344,6116,9739,10093,25551,26652,7447,6655,4054,11710,21300,20989,23611,15796,44574,2086
,,,,,,,,6510,9704,10840,16746,26443,9151,16436,9792,18350,20566,15697,6036,5928,9797,10185,25583,27213,7350,6828,4254,11820,21362,21104,24285,15094,44806,2078
,,,,,,,,6511,9478,10257,15835,24752,9332,17030,10236,18546,22275,15405,6403,6258,10099,10172,26347,28024,7363,7326,4557,12283,19739,20468,23398,14756,45969,2109
,,,,,,,,6512,9501,9997,15421,24235,10915,17074,10417,17531,21953,15806,7113,6940,10731,10249,27047,29213,7589,7255,4557,11835,19818,19615,22098,14064,44096,2016
,,,,,,,,6513,9537,10035,15470,25822,12254,17404,10832,16945,22596,16699,7700,7524,11339,10682,27967,30225,7558,7251,4593,11578,21046,19817,22593,13395,42410,1933
,,,,,,,,6514,9404,10270,15832,27797,13024,17995,11256,17625,23545,17167,8176,7985,11883,11221,29047,31351,7829,7550,4755,12173,22336,20692,24030,12642,44068,2001
,,,,,,,,6515,9420,10406,16046,29300,13564,18577,11470,18341,24412,17745,8500,8273,12317,11701,29541,32230,8164,7865,4949,12849,23559,21698,25415,12955,46237,2097
,,,,,,,,6516,9814,10839,16710,32906,14975,19529,11904,19080,25037,18219,9139,8760,12904,12600,31458,34274,8402,8104,5111,13406,26058,23251,27590,13270,48315,2198
,,,,,,,,6517,10098,11282,17387,35530,15861,20382,11977,20632,26302,18803,9228,8835,13356,12948,32177,34687,8569,8598,5447,14250,27158,24145,29333,13733,51773,2377
,,,,,,,,6518,10503,11786,18163,36326,15273,20184,11832,21444,26358,19480,9010,8677,13199,12756,31410,33817,9224,8737,5538,14732,26654,24058,29819,14395,53864,2484
,,,,,,,,6519,11028,12566,19375,36352,14737,19661,11510,21170,25719,21479,8823,8531,12990,12573,30861,32896,9203,8522,5433,14512,26048,23307,29520,15456,53171,2453
,,,,,,,,6520,11276,12940,19953,36835,14375,19301,11287,21019,25052,21569,8785,8469,12732,12575,31122,32401,9134,8307,5311,14418,25728,22972,29575,15612,52670,2436
,,,,,,,,6521,11389,13120,20230,36506,14178,19166,11065,21197,24661,20569,8808,8451,12613,12660,31370,32370,9072,8214,5264,14398,25329,23045,29685,15892,52763,2456
,,,,,,,,6522,11425,13407,20672,36221,14132,18858,10891,20948,24287,19869,8795,8374,12418,12611,31502,32017,9020,8081,5219,14244,25241,22946,29195,16402,51767,2425
,,,,,,,,6523,11579,13795,21278,36740,14208,18692,11023,20546,24145,19722,8784,8321,12284,12626,32040,31793,8953,7891,5131,14023,25489,23047,29415,16542,50566,2381
,,,,,,,,6524,11624,14010,21621,36596,14370,19034,11216,21133,24562,19862,8842,8366,12429,12939,33445,32482,8931,8020,5126,14295,25288,23522,29900,16715,51693,2439
,,,,,,,,6525,11545,13907,21481,35779,14377,18924,10958,21526,23924,19781,8577,8076,12580,12926,33827,32752,8889,8012,5050,14418,24746,23681,29777,17530,52513,2484
,,,,,,,,6526,11813,14037,21699,34637,14407,18664,10584,21558,22885,20031,8339,7879,12416,12948,33754,32503,9046,7831,4853,14291,24287,23724,29558,18229,52368,2485
,,,,,,,,6527,11962,14622,22612,33473,14115,18188,9995,21619,21891,20073,7873,7499,12053,12611,32798,31470,9048,7633,4659,14186,23656,23484,28876,18501,51884,2466
,,,,,,,,6528,11891,14805,22910,31471,13237,17380,9346,21413,20808,19731,7219,6943,11361,11853,30745,29603,8965,7325,4370,13838,22744,22977,27689,18722,50936,2425
,,,,,,,,6529,11804,14856,22994,29754,12245,16568,8799,20746,19775,19220,6873,6444,10574,11626,30088,27686,8669,6994,4149,13286,21805,22228,26328,18800,48895,2325
,,,,,,,,6530,11438,14383,22258,28282,11823,15973,8462,19883,18684,18453,6626,6233,10100,11045,28325,26860,8209,6635,3964,12665,21331,21611,25240,17689,46195,2194
,,,,,,,,6531,10818,13161,20355,26418,9822,15479,8205,19600,18461,17529,6148,5820,9685,10272,26157,25354,7721,6505,3908,12433,19968,20848,24116,16926,45193,2140
,,,,,,,,6532,10230,12304,18983,24916,9230,14912,8020,18635,17919,16653,5896,5597,9282,9652,24411,24285,7578,6237,3796,11890,19219,19867,22968,15985,43153,2031
,,,,,,,,6533,9918,11746,18110,24162,8971,14581,8062,18016,17846,16350,5748,5473,9053,9239,23290,23776,7309,6098,3780,11483,19016,19173,22258,15349,41226,1925
,,,,,,,,6534,9468,10930,16834,23582,9048,14559,8395,17579,18205,15476,5822,5528,9123,8774,21594,23838,7158,6086,3815,11288,19012,18898,22077,14530,40246,1865
,,,,,,,,6535,9171,10337,15906,23251,8957,14737,8640,17391,19171,14910,5819,5528,9222,8544,21264,23639,7166,6290,3954,11267,18476,18475,21553,13945,40186,1855
,,,,,,,,6536,8967,9996,15368,23831,9570,14700,8890,16203,19201,14729,6137,5779,9261,8789,21759,24269,7336,6219,3969,10933,18340,17840,20563,13014,39068,1792
,,,,,,,,6537,8875,9974,15328,24811,10222,15000,9234,15517,19967,15067,6542,6121,9424,9113,22866,24876,7181,6323,4065,10671,18421,17660,20613,12398,37959,1737
,,,,,,,,6538,8670,9656,14830,26011,11222,15363,9494,15553,20402,14976,7028,6542,9858,9673,24112,26002,7161,6448,4151,10829,18830,17967,21199,11681,37931,1730
,,,,,,,,6539,8646,9204,14140,26872,11867,15640,9553,15579,20946,15654,7265,6722,10129,9786,24596,26388,7350,6641,4278,11058,18872,18308,21637,11815,37864,1722
,,,,,,,,6540,8803,9304,14293,29651,12997,16127,9873,15529,21016,16277,7760,7130,10562,10527,26317,27974,7614,6710,4369,11084,19920,19289,22805,11949,37931,1730
,,,,,,,,6541,8996,9458,14531,32752,13163,16917,9919,16112,22098,16769,7819,7179,11035,10829,26946,28780,7665,7077,4590,11400,21185,20519,24547,12210,39442,1808
,,,,,,,,6542,9235,9725,14947,35007,13005,17457,9892,16886,22457,17041,7803,7145,11180,10780,27035,29118,8341,7343,4771,11666,21334,21500,25633,12714,41046,1898
,,,,,,,,6543,9772,10418,16017,36347,12837,17723,9878,17034,22611,18134,7731,7093,11231,10816,26996,29171,8387,7485,4884,11543,21363,21632,26059,13891,41597,1938
,,,,,,,,6544,10268,11146,17147,37699,12908,17963,9979,17216,22826,18884,7835,7131,11394,10995,27368,29527,8427,7572,4982,11504,21911,21870,26820,14567,42505,1990
,,,,,,,,6545,10632,11762,18104,37015,12463,17961,9875,17766,23199,19267,7655,6994,11346,10767,26743,28792,8521,7759,5082,11700,21201,21678,26773,15408,44215,2082
,,,,,,,,6546,11097,12391,19075,36467,12589,17666,9848,17364,22812,19394,7753,7061,11311,10793,27008,28834,8783,7565,5010,11566,21684,21386,26500,16312,43853,2066
,,,,,,,,6547,11485,13099,20179,37591,12901,17637,10125,17089,22993,19881,7998,7261,11314,11085,27872,29006,8691,7463,4954,11639,22618,21745,27441,16768,43886,2074
,,,,,,,,6548,11526,13256,20424,37696,13167,18097,10392,18316,23727,19210,8244,7478,11595,11364,28732,29599,8857,7747,4985,12304,22661,22393,28455,16807,45950,2176
,,,,,,,,6549,11638,13405,20669,36651,13258,18025,10128,19197,23106,19223,8203,7450,11843,11365,28706,29944,8982,7658,4855,12738,22435,22625,28503,17665,46850,2221
,,,,,,,,6550,11939,13780,21258,35230,12961,17653,9774,19487,22234,19813,7944,7229,11697,11007,27871,29146,9138,7472,4672,12788,21848,22291,28060,18301,46812,2222
